iter	Logloss
426	0.4398287552
427	0.4397346505
428	0.4396428653
429	0.4395910204
430	0.4394918204
431	0.4394183335
432	0.4393423278
433	0.4392923832
434	0.4392238801
435	0.4391415446
436	0.439068644
437	0.4389984639
438	0.4389235062
439	0.4388619537
440	0.4387876187
441	0.4387312905
442	0.4386546047
443	0.4385787247
444	0.4384898309
445	0.4384352187
446	0.4383539337
447	0.4383071627
448	0.4381916169
449	0.4381267753
450	0.4380687665
451	0.4380013114
452	0.4379272196
453	0.4378508059
454	0.4377660481
455	0.4376686805
456	0.4375991331
457	0.4375190054
458	0.4374345097
459	0.437354114
460	0.4372717197
461	0.4371972988
462	0.4371159577
463	0.4370591154
464	0.4369776935
465	0.4368862362
466	0.4368327424
467	0.4367588272
468	0.4366849873
469	0.4365967072
470	0.4365220732
471	0.4364508497
472	0.4363723665
473	0.4362715964
474	0.4362108083
475	0.4361525773
476	0.4360591453
477	0.4359835817
478	0.4359059738
479	0.4358257958
480	0.4357778627
481	0.4357114713
482	0.4356562978
483	0.4355869825
484	0.4355226303
485	0.4354431279
486	0.4353573654
487	0.4352685625
488	0.4351767746
489	0.4350799245
490	0.4350198162
491	0.4349327755
492	0.4348478334
493	0.4347749256
494	0.434687586
495	0.4346012926
496	0.4345289222
497	0.4344357024
498	0.4343859445
499	0.434287479
500	0.434202637
501	0.4341383444
502	0.4340698338
503	0.4339866193
504	0.4338932745
505	0.4338280203
506	0.433751953
507	0.4337003524
508	0.4336387923
509	0.4335692671
510	0.433492561
511	0.4334223295
512	0.4333636173
513	0.4332838835
514	0.4332055355
515	0.4331427104
516	0.4330690304
517	0.4329855994
518	0.4329142588
519	0.4328454271
520	0.4327533025
521	0.4327066538
522	0.4326516515
523	0.4325720181
524	0.4324975158
525	0.4324202223
526	0.432364558
527	0.4322955804
528	0.4322501817
529	0.432196811
530	0.4321345982
531	0.4320603545
532	0.4319636278
533	0.4318780873
534	0.4318049904
535	0.4317552815
536	0.4317095519
537	0.4316398424
538	0.4315760801
539	0.4315042594
540	0.4314315894
541	0.431367802
542	0.4313052331
543	0.4312473886
544	0.4311785346
545	0.4311223659
546	0.4310710537
547	0.4310035516
548	0.4309357496
549	0.4308656664
550	0.4308003146
551	0.4307301389
552	0.4306609546
553	0.4305785064
554	0.430524625
555	0.4304303632
556	0.430345157
557	0.430268332
558	0.4301806868
559	0.4301302328
560	0.4300616623
561	0.4299778829
562	0.4299036743
563	0.4298552206
564	0.4297936365
565	0.4297293813
566	0.4296781995
567	0.4296125284
568	0.429543487
569	0.4294822867
570	0.429391471
571	0.429327003
572	0.4292685806
573	0.4292063067
574	0.4291433114
575	0.4291138274
576	0.4290328034
577	0.4289559556
578	0.4288997749
579	0.4288280374
580	0.4287617106
581	0.4286742612
582	0.4286299846
583	0.4285710327
584	0.428491374
585	0.4284116663
586	0.4283698858
587	0.4282854625
588	0.4282110952
589	0.4281444777
590	0.4280859973
591	0.428019122
592	0.4279420953
593	0.4278704441
594	0.4278151586
595	0.4277639716
596	0.4277030636
597	0.4276322179
598	0.4275738656
599	0.4274801639
600	0.4273946296
601	0.4273314004
602	0.4272446827
603	0.4271724493
604	0.4271009641
605	0.4270189584
606	0.426962985
607	0.4268923617
608	0.4268009558
609	0.4267163666
610	0.4266849927
611	0.426623614
612	0.4265540569
613	0.4265002719
614	0.4264267995
615	0.426366156
616	0.4263173851
617	0.4262312514
618	0.4261729166
619	0.4260962269
620	0.4260581139
621	0.4259931962
622	0.4259348587
623	0.4258746193
624	0.4258250681
625	0.4257630151
626	0.4257049388
627	0.4256316728
628	0.4255678524
629	0.4255001934
630	0.4254530417
631	0.4253898688
632	0.4253078148
633	0.4252513649
634	0.425184569
635	0.4251347833
636	0.4250896205
637	0.4250459392
638	0.4249817651
639	0.4249113844
640	0.4248425691
641	0.4247830652
642	0.424714575
643	0.4246658862
644	0.4246076478
645	0.4245422638
646	0.4244810593
647	0.4244067119
648	0.4243512419
649	0.4242748377
650	0.4242303236
651	0.4241696102
652	0.4240973476
653	0.4240300144
654	0.4239419846
655	0.4238921091
656	0.4238365
657	0.4237866308
658	0.4237078538
659	0.4236430516
660	0.4235881314
661	0.4235153269
662	0.4234469031
663	0.4233563965
664	0.423316047
665	0.4232421416
666	0.4231758144
667	0.423102241
668	0.4230707415
669	0.4230105857
670	0.4229560363
671	0.422883399
672	0.4228316625
673	0.4227744211
674	0.4227284642
675	0.4226592367
676	0.4226070534
677	0.4225240628
678	0.4224604916
679	0.4223695185
680	0.4223037415
681	0.4222221662
682	0.4221752797
683	0.4221139729
684	0.4220428721
685	0.4219907518
686	0.4219107419
687	0.4218341841
688	0.4217514236
689	0.4216682501
690	0.4215998295
691	0.4215350415
692	0.4214606334
693	0.4213834876
694	0.4213356368
695	0.4212790549
696	0.4212111796
697	0.4211543085
698	0.4210757482
699	0.4210288509
700	0.4209860139
701	0.4209210284
702	0.4208526959
703	0.4207835367
704	0.4207158746
705	0.4206378305
706	0.4205537218
707	0.4204868626
708	0.4204217865
709	0.4203581799
710	0.4202860668
711	0.4202336892
712	0.4201653526
713	0.4201008971
714	0.4200372527
715	0.419969544
716	0.4199214227
717	0.4198582522
718	0.4198064918
719	0.4197384831
720	0.4196896983
721	0.4196444841
722	0.4195910493
723	0.4195324307
724	0.4194922036
725	0.4194179804
726	0.41935426
727	0.4192932605
728	0.4192278784
729	0.4191530067
730	0.4190781097
731	0.4190226856
732	0.4189975616
733	0.4189328177
734	0.41887182
735	0.4187996197
736	0.4187490109
737	0.4186828378
738	0.4185867667
739	0.418530881
740	0.4184650159
741	0.4184276651
742	0.4183650709
743	0.4182855275
744	0.418225433
745	0.4181632997
746	0.4181122203
747	0.4180574747
748	0.4180049797
749	0.4179337683
750	0.4178821636
751	0.4178169343
752	0.4177669204
753	0.4176964064
754	0.417638571
755	0.417572274
756	0.4175021054
757	0.4174274407
758	0.4173541594
759	0.4172755088
760	0.4172118472
761	0.4171618275
762	0.4171065563
763	0.4170395756
764	0.4169829703
765	0.416914676
766	0.4168457477
767	0.4167856034
768	0.416737114
769	0.4166548814
770	0.4165787574
771	0.4165248994
772	0.4164598505
773	0.4164039667
774	0.4163478853
775	0.4162843867
776	0.4162282788
777	0.416177169
778	0.4161202678
779	0.4160788904
780	0.4160370694
781	0.4159795119
782	0.415901406
783	0.415807987
784	0.4157402757
785	0.4156850852
786	0.4156124716
787	0.4155467471
788	0.4154877514
789	0.4154406992
790	0.4153998014
791	0.4153271843
792	0.4152559268
793	0.4151720217
794	0.4151094817
795	0.415034698
796	0.414972807
797	0.4149245274
798	0.4148547507
799	0.4147694487
800	0.4147431167
801	0.4147032465
802	0.4146473454
803	0.414581176
804	0.4145275288
805	0.4144978976
806	0.4144234016
807	0.414358098
808	0.4143196599
809	0.4142165547
810	0.4141775216
811	0.4141119313
812	0.4140581621
813	0.4140176107
814	0.4139503718
815	0.4138904416
816	0.4138385968
817	0.4137628087
818	0.4136970066
819	0.4136520437
820	0.413591814
821	0.4135306645
822	0.4134721376
823	0.4134024635
824	0.4133441284
825	0.41331215
826	0.4132644406
827	0.4132305417
828	0.4131756243
829	0.4131136836
830	0.4130558773
831	0.4129983355
832	0.41296375
833	0.4129118505
834	0.4128480328
835	0.412775751
836	0.4127062437
837	0.412649167
838	0.4125907222
839	0.4125217325
840	0.4124479177
841	0.4124058956
842	0.4123658619
843	0.4122996565
844	0.4122337173
845	0.4121597781
846	0.4120922065
847	0.4120515367
848	0.4119836518
849	0.4119191339
850	0.4118425748
851	0.4117816928
852	0.4117286814
853	0.4116628244
854	0.4116083674
855	0.4115343514
856	0.4115143736
857	0.4114733145
858	0.4114188605
859	0.4113423676
860	0.4112948566
861	0.4112478183
862	0.4112109433
863	0.4111579751
864	0.4110895491
865	0.4110391648
866	0.410997354
867	0.4109528136
868	0.410877256
869	0.4108366451
870	0.4107817469
871	0.4107438272
872	0.4106764571
873	0.4105879131
874	0.4105217307
875	0.4104550321
876	0.4104144789
877	0.4103552899
878	0.4102999673
879	0.4102495157
880	0.4101846186
881	0.4101239346
882	0.410074927
883	0.4100246055
884	0.4099510683
885	0.409893524
886	0.4098167542
887	0.4097558846
888	0.4097089612
889	0.4096699475
890	0.4096402428
891	0.4096020618
892	0.4095325209
893	0.4094980653
894	0.4094321288
895	0.4093613565
896	0.4092923135
897	0.4092585785
898	0.4091943363
899	0.4091421643
900	0.4091131424
901	0.4090426669
902	0.4089831404
903	0.4089390771
904	0.408874619
905	0.4088280748
906	0.4087662435
907	0.4087244045
908	0.4086784253
909	0.4086324852
910	0.4085934428
911	0.4085395322
912	0.408480257
913	0.4084220322
914	0.408357829
915	0.4082999134
916	0.4082244544
917	0.4081707824
918	0.4081195187
919	0.4080391839
920	0.4080045766
921	0.4079309197
922	0.4078597954
923	0.4078133781
924	0.4077528014
925	0.4077108338
926	0.4076591989
927	0.4075992864
928	0.4075456209
929	0.407470615
930	0.4074198719
931	0.4073653965
932	0.4072954277
933	0.4072447355
934	0.4072085453
935	0.4071320825
936	0.407100128
937	0.4070461927
938	0.4070016391
939	0.4069355865
940	0.4068795798
941	0.40680678
942	0.4067492091
943	0.4066906946
944	0.4066445002
945	0.4065829313
946	0.4065334338
947	0.4064915464
948	0.4064152269
949	0.4063627188
950	0.4063110955
951	0.4062538864
952	0.406167752
953	0.4061310504
954	0.4060605669
955	0.406027672
956	0.4059663446
957	0.4059139078
958	0.4058510962
959	0.4057914633
960	0.4057495474
961	0.4056721221
962	0.4056438556
963	0.4055854402
964	0.4055233866
965	0.4054528791
966	0.4054057619
967	0.4053537639
968	0.4053015233
969	0.4052280882
970	0.4051689349
971	0.4051116087
972	0.405031042
973	0.4049670188
974	0.4049190932
975	0.4048654022
976	0.4048111472
977	0.4047466096
978	0.4047004536
979	0.404661096
980	0.4045997424
981	0.4045329312
982	0.4044558684
983	0.4043836902
984	0.4043002434
985	0.4042626577
986	0.404228509
987	0.4041684006
988	0.4040888839
989	0.4040268153
990	0.4039563479
991	0.4039237779
992	0.4038698958
993	0.4038085481
994	0.4037536543
995	0.4036987752
996	0.4036304305
997	0.4035598083
998	0.4035011931
999	0.4034381386
